"cell","value_from","value_to","delta","pct","n_from","n_to"
"822b37fffffffff",22.3588546948974,25.478898281443,3.12004358654561,13.9543980634109,7617,9830
"822b77fffffffff",19.9630670883732,19.3290564408255,-0.634010647547694,-3.17591803274033,39794,26200
"822b87fffffffff",14.8422921008692,5.1127057750475,-9.72958632582166,-65.5531252160972,688,228
"822b8ffffffffff",10.1090565131111,8.68940305120323,-1.41965346190791,-14.043382387532,5633,2690
"822b9ffffffffff",9.92799773979216,6.4189788746707,-3.50901886512146,-35.3446783237777,9553,4692
"822ba7fffffffff",12.8453996983409,1.93858465314604,-10.9068150451948,-84.9083352898982,52,3120
"822baffffffffff",17.1612860102517,1.94515439119768,-15.216131619054,-88.6654508873304,587,151150
"822da7fffffffff",41.1197316640906,20.0228071308037,-21.0969245332869,-51.3060851311697,882,868
"822e07fffffffff",31.4336364531742,18.6528392366657,-12.7807972165085,-40.6596202623509,210,3566
"822e67fffffffff",31.2046076162427,15.1752804169708,-16.0293271992719,-51.3684626206556,98,107
"822e6ffffffffff",34.6758063758209,29.9133986970308,-4.76240767879013,-13.7340935266927,160,613
"822f5ffffffffff",37.239906457861,38.8953731425566,1.65546668469561,4.4454104270344,1819,886
"8230dffffffffff",32.7587317226389,38.6732671691041,5.91453544646519,18.0548364831162,171,1916
"82344ffffffffff",18.7719220178168,32.3294281947221,13.5575061769053,72.2222592020016,86,938
"82346ffffffffff",10.3149566204682,30.3161272776866,20.0011706572184,193.904554261813,133,3046
"82384ffffffffff",7.48459278901606,22.7871349113295,15.3025421223134,204.453903554653,103,170
"823937fffffffff",1.99996409866671,7.23050016681234,5.23053606814563,261.531498072021,98,677
"823947fffffffff",39.6148545903449,34.4926678819083,-5.12218670843659,-12.9299646847246,3469,2914
"823957fffffffff",28.3508067357043,19.8596490067194,-8.49115772898496,-29.9503213723065,576,412
"82395ffffffffff",28.3664655112678,37.3988724354775,9.03240692420965,31.8418483283431,371,458
"82396ffffffffff",25.8522365108152,4.43844269008324,-21.413793820732,-82.8314943342467,23338,3557
"824417fffffffff",42.4442466021398,31.1144200792337,-11.3298265229061,-26.6934329854141,78,464020
"82441ffffffffff",41.8424099286839,2.14178155910637,-39.7006283695775,-94.8813140477405,61,33819
"82448ffffffffff",32.6631297375265,5.96078431372549,-26.702345423801,-81.7507251704751,263,51
"8244a7fffffffff",35.4924767979727,30.7932305347625,-4.69924626321024,-13.2401192792458,138,297252
"8244affffffffff",41.7100063482063,5.99351885532769,-35.7164874928786,-85.6305012152427,485,368022
